incident_num,MMSI,vessel_name,vessel_class_from_ais,source,reference_key,report_based_incident_description,report_start_date_of_interest_hst,report_end_date_of_interest_hst,report_incident_time_of_interest_hst,report_vessel_role,report_vessel_class,report_location,ais_incident_start_bound_hst,ais_incident_end_bound_hst,ais_incident_type,ais_incident_evidence,ais_availability_description
60,367359000,SEA GODDESS,Fishing,"USCG Maritime Information Exchange Incident Investigation Reports (IIR), National Response Center, Defense Visual Information Distribution Service","CGNRC2018, IIR.2018.07.04","NRC notes: The SEA GODDESS ran hard aground, resulting in material failure of the propellers and cutlass bearings. NRC notes:  ""CALLER STATED THAT THE FISHING VESSEL SEA GODDESS RAN AGROUND AND HAS THE POTENTIAL TO RELEASE 8000 GALLONS OF DIESEL INTO MAMALA BAY."" IIR notes: At 0:00HST the vessel operator was relieved and went to sleep, but woke at 4:00 to the sound of the hull grinding onto a reef. He placed the throttles in neutral and tried to maneuver but failed. He reported that they were hard aground approximately .9 nautical miles near Honolulu Airport Reef Runway. At 8:20 a salvage company arrived and assessed the scene, coming up with a tow plan. The Sea Goddess was then brought back to Pier 38 at honolulu harbor. ",2018-07-04,,2018-07-04 04:00:00-10:00,Grounding,Commercial fishing vessel,".9 nautical miles near Honolulu Airport Reef Runway; 21.18.12 N, 157.29.34W",2018-07-03 22:00:02-10:00,2018-07-04 13:58:16-10:00,Grounding,Good evidence,"We see that the vessel slowed considerably at about 0:00, which aligns with the report saying the operator was relieved at that time. There is indeed a large cluster of points near the airport reef runway between 0:00 and 9:18. We see the vessel AIS points moved from the spot at about 9:18, which aligns with the report which stated that a salvage company arrived and figured out at a tow plan at about 8:20. The vessel was apparently towed to pier 38 honolulu harbor, which is indeed approximately where the trajectory ends. "
61,503119000,HMAS SUCCESS,Military,Defense Visual Information Distribution Service,DVIDS.2018.07.14,Assisted the USCG in searching after a mayday call was received from an unidentified vessel. Possible route deviation present in trajectories as a result.,2018-07-14,,2018-07-14 12:30:00-10:00,Helper vessel,Foreign Military,Near Kona Airport,2018-07-14 07:00:03-10:00,2018-07-14 16:59:52-10:00,Route deviation,Good evidence,"It appears there may have been a route deviation in the HMAS SUCCESS's spatial trajectory: this data is definitely available at the time indicated, and there appears to be a divergence north of the Kona Airport following the event at 12:30. Note that the USCG Cutter Gerzcak is not present in the data, though it's search is indicated in the report. "
62,366888830,KAHU,Tug Tow,"USCG Annual Deficiency Report, USCG Maritime Information Exchange Incident Investigation Reports (IIR)","CGDeficiency2018, IIR.2018.07.20","Deficiency Report Description: Vessel suffered casualty to the starboard propulsion engine. Make repairs to affected engine. IIR Notes:  The starboard turbo charger on the KAHU failed, the engine became not operable and had to be shut down. The COLUMBIA (the barge it was towing, not in this AIS, had to be taken by the MIKI HANA). The KAHU itself returned back to Honolulu. Deficienty report system code: 13 - Propulsion and Auxiliary Machinery. Deficiency Report Component: 13101 - Propulsion main engine. Deficiency Report Resolution Action: 17 - Rectify deficiencies prior to departure. ",2018-07-20,2018-07-21,2018-07-20 01:06:00-10:00,"Reduction of propulsion, USCG Inspection",Towing Vessel,"Between Honolulu and Kawaihae, Lahaina",2018-07-19 20:00:01-10:00,2018-07-20 19:59:10-10:00,Loss/reduction of propulsion,High evidence,"At precisely the time indicated, we do indeed see a reduction in propulsion from about 8 knots to 5 or 6 knots in the speed profile. This coincides with a single engine going offline. We then see the KAHU loop south of Lana'i."
62,367008740,MIKI HANA,Tug Tow,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2018.07.20,The MIKI HANA helped take the COLUMBIA back given the Reduction of propulsion on the KAHU,2018-07-21,,2018-07-21 10:20:00-10:00,Helper vessel,Tug,,2018-07-20 02:02:19-10:00,2018-07-20 21:59:02-10:00,Helper tow,Good evidence,"The MIKI HANA left Honolulu Harbor shortly after the KAHU's propulsion reduction event. The MIKI HANA helping is evident in the AIS visualization BUT it appears that the IIR report has a typo. In the IIR report it states that on 7/21 at approximately 10/20 HST, the KAHU transferred the COLUMBIA to the MIKI HANA. In the AIS tracks, however, we clearly see AIS points next to each other at the same time at 10:20 HST on 7/20, not 7/21. We see the kahu return to honolulu after that point and the MIKI HANA continue to Kawaihae. All of this coincides with the report--except for the probable date typo. "
63,338183059,ADVENTURESS,Pleasure Craft/Sailing,USCG National Response Center,CGNRC2018,"NRC Notes: Caller reports that a vessel ran aground, resulting in the postential for discharge of diesel into the pacific ocean. No materials released as of report. ",2018-07-21,,2018-07-21 22:49:00-10:00,"Grounding, Operator Error",Pleasure Craft,"21.5.6 N, 157.12.12 W",2018-07-21 16:00:08-10:00,2018-07-24 00:23:27-10:00,Grounding,No obvious evidence,"Unclear whether the incident is visible, but the AIS tracks indicate that the ADVENTURESS was at Haleolono Harbor at the reported incident time, and indeed close enough to land to indicate a grounding. The vessel stayed in the harbor until midafternoon 7/23, so this could indicate addressing an issue. "
64,366994450,PRIDE OF AMERICA,Passenger,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2018.07.25,"The number 5 generator shut down, causing the number 3 generator to carry the extra load and shut down due to an over speed trip. The vessel lost power for about 12 seconds until the #2 generator came online. ",2018-07-25,,2018-07-25 10:05:00-10:00,"Material failure, Loss of power",,Outside of Kona HI,2018-07-24 18:50:08-10:00,2018-07-26 10:57:55-10:00,Loss of power,No obvious evidence,"The vessel AIS is available at the incident time, and is indeed outside of Kona HI. However, at the time of the incident, the vessel was fairly stationary, so it is difficult to immediately tell if the incident can be identified given the data. "
65,367309120,NAKOA,Tug Tow,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2017.07.31,The tug lost power and steering while entering Nawiliwili harbor. The crew quickly brought up the second generator to get electricity and steering back online. Note the report of the event was submitted 7/31/2017. ,2017-07-28,2017-07-31,,"Material failure, Loss of power, Loss of steering",Tug,"Entrance of Nawiliwili Harbor, Kauai",2018-07-27 12:00:04-10:00,2018-07-27 17:25:54-10:00,Loss of steering/maneuverability,Good evidence,"The IIR report is vague about when the incident occurred, indicating that the report was received on 7/31/2017. The time closest to that date that the NAKOA was entering Nawiliwili Harbor, Kauai was 7/27. We see an irregular loop at the entrance to the harbor with a dip in the speed profile that likely indicates the event."
66,316195000,HMCS OTTAWA,"Public Vessel, Unclassified",Defense Visual Information Distribution Service,DVIDS.2018.08.04,"Assisted in rescuing a disabled pleasure craft, deployed a rescue and response team until a station honolulu response boat medium crew rendezvoused with them and towed the disabled vessel back to Ko'Olina",2018-08-04,,,Helper vessel,Foreign Military,15 miles southwest of Oahu,2018-08-04 00:00:05-10:00,2018-08-04 16:52:14-10:00,"Route deviation, Helper vessel",High evidence,"Clearly this event is in the data, though the exact time is not indicated in the report. The spatial information distinctly shows a unique pattern at sea in the morning, southwest of Oahu as reported. This is likely the rescue. There is also another irregular pattern thereafter, which could potentially be the rendezvous with the station honolulu response boat medium, or another event. "
67,367133450,MOANA HOLO,Tug Tow,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2018.08.05,Temporary Loss of steering for 9-10 minutes caused by clogged hydraulic filter,2018-08-05,,2018-08-05 13:45:00-10:00,"Material failure, Loss of steering",Towing Vessel,"In transit to Hilo, Hawaii",2018-08-05 07:00:01-10:00,2018-08-05 19:00:00-10:00,Loss of steering/maneuverability,High evidence,"There is indeed a small divergence in the middle of the track at about the time indicated, where points cluster together and the SOG dips. "
68,249731000,ALBANE,Tanker,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2018.08.09,"While departing the pier, the astern mooring line fouled the propellers and the master executate an emergency main engine stop to prevent possible damage. An assist tug pushed them back.",2018-08-09,,,"Fouled propeller, Loss of propulsion",Tank ship,"Nawiliwili Harbor, Kauai",2018-08-09 07:24:28-10:00,2018-08-09 19:59:01-10:00,"Loss/reduction of propulsion, Route deviation",No obvious evidence,"This incident *technically* appears to be in the data, but barely. The first point appearing to leave the harbor occurs on 8/9 at 7:24:28, and subsequent points are again adjacent to the pier. The next point appearing to leave the harbor occurs on 8/9 at 18:54:28. Hence we see one point trying to leave, return to the harbor, and then leaving much later in the day. This corresponds to the incident, but the points are sparse and subtle and the report never specifies precise times for these events. "
69,367516940,PRINCESS K,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2018.08.26,"The PRINCESS K's propeller was fouled by a net when it travelled over debris. The captain was unable to remove the netting, so the commercial fishing vessel DESTINY (not in the data for this timeframe) was mobilized to tow the PRINCESS K back to port. They arrived safely on 8/31",2018-08-26,2018-08-31,,"Fouled propeller, Loss of propulsion",Commercial fishing vessel,356 nm NE of Oahu,2018-08-29 16:43:08-10:00,2018-08-31 11:59:56-10:00,Irregular tow,Good evidence,"The AIS for the PRINCESS K being towed back to honolulu is available for 8/29-8/31. The actual incident took place outside of the coastal bounding box. The DESTINY, which towed the PRINCESS K, is not in the AIS for this timeframe. "
70,367745320,EXPEDITION SIX,Passenger,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2018.09.09.2,"On 9/10/2018, after mooring at Lahaina, there was 14 inches of water in the compartment and a 3 inch fracture of the starboard stem weld. The crew noted that on 9/9/2018 while mooring at Manele Bay they encounterd wind that caused the bow to potentially come in contact with a known submerged rock hazard in the area. ",2018-09-09,2018-09-10,,"Material failure, Flooding",Small Passenger Vessel,"Manele Bay, Lanai, HI and Lahaina, Maui",2018-09-09 06:00:04-10:00,2018-09-10 12:00:07-10:00,Flooding,Some evidence,"The trajectories for the EXPEDITION SIX are available for 9/9/2018, and do show various stops at Manele Bay. These would be worth examining to see if the wind event can be extracted. We note that consistent trajectories are available in periodic, repeated patterns throughout the month up to 9/10 (the day of the event) and then the vessel does not transmit AIS again until 9/19. This is a potential indicator of the event as well. "
71,303584000,MAUNALEI,Cargo,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2018.09.09.1,"There was a material failure of the aft fuel injector, so the engineers secured the slow speed diesel engine to affect repairs, leading to a total loss of propulsion. After troubleshooting they were finally able to resolve the issue and continue on the voyage to Honolulu at full speed. ",2018-09-09,,2018-09-09 08:57:00-10:00,"Material failure, Loss of propulsion",Commercial container ship,"175 nm NE of Honolulu, HI",2018-09-09 09:33:04-10:00,2018-09-09 20:58:04-10:00,Loss/reduction of propulsion,Good evidence,"The MAUNALEI's data does not come into range until 9:33 HST, shortly after the alleged event  time. However, examining the AIS data shows a very clear loss of propulsion event at 9:49:52, showing the boat slowing to almost a stop and then rapidly getting back up to speed. This precisely matches the description of the event, though one hour later than the time reported. "
72,366888830,KAHU,Tug Tow,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2018.10.07,"Low oil level alarm went off for the starboard main engines, shafts and bridge. While securing the engine and troubleshooting, a crankshaft explosion occurred. The remainder of the journey was completed on the port main engine and shaft. Note it was towing the barge COLUMBIA at the time, not in the AIS data. ",2018-10-07,,2018-10-07 22:53:00-10:00,"Material failure, Crank case explosion",Tow vessel,"Enroute to Kawaihae, Hawaii",2018-10-07 12:00:31-10:00,2018-10-08 11:57:18-10:00,Loss/reduction of propulsion,High evidence,"The AIS data shows an immediate drop in SOG at precisely the time indicated in the report. We also note that the route does end in Kawaihae, as indicated. "
73,367716130,PACIFIC STAR,Fishing,Defense Visual Information Distribution Service,DVIDS.2018.10.10,Captain of the PACIFIC STAR had a medical emergency  (a stroke). An Air Station Barbers Point MH-65 Dolphin helicopter crew was launched and successfully conducted a medevac for the captain. The PACIFIC STAR then returned to homeport. ,2018-10-10,,2018-10-10 13:15:00-10:00,Crewmember injury,82 foot fishing vessel,82 nm N of Kahului,2018-10-10 00:00:06-10:00,2018-10-11 06:58:08-10:00,Injury/medical emergency,Good evidence,"From the spatial information for the PACIFIC STAR, we see that the vessel clearly turned around to return to O'ahu shortly after the incident time, and has a brief divergence that could indicate the medevac. As it says in the report, the PACIFIC STAR did return to Honolulu harbor (on 10/11) though it headed back out to sea again a few hours later. "
73,244538000,ARCTIC SUNRISE,Other,Defense Visual Information Distribution Service,DVIDS.2018.10.10,"The ARCTIC SUNRISE diverted to potentially assist the PACIFIC STAR because they had a paramedic onboard. Since the Dolphin crew was able to successfully medevac, the report does not indicate that the ARCTIC SUNRISE actually intercepted. ",2018-10-10,,,Helper vessel,Green Peace Vessel,35 nm away from the PACIFIC STAR,2018-10-10 13:35:54-10:00,2018-10-11 11:58:25-10:00,Route deviation,Good evidence,"The arctic sunrise appears in our data range shortly after the approximate event time, so it is difficult to tell if there was an actual route divergence. We can see that it is approximately aimed to rendezvous, but behind, the PACIFIC STAR, after which we see a heading change to return to Honolulu harbor. "
74,367135280,CAPT SILVER,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2018.10.12,Early in the morning a crewmember accidentally severed his finger. The vessel returned to Honolulu Harbor to seek medical attention,2018-10-12,,2018-10-12 00:30:00-10:00,Crewmember injury,Commercial fishing vessel,"Honolulu, HI",2018-10-12 05:22:41-10:00,2018-10-12 19:57:55-10:00,Injury/medical emergency,Some evidence,"While we see that the CAPT SILVER did indeed return to Honolulu Harbor, the incident is not available in the data (trajectory starts on 10/12 at 5:22 HST). The swift return to harbor is anomalous, but the exact incident is not in the data. "
75,368030050,AUTUMN,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2018.11.13,The AUTUMN appeared to be aground (it wasn't) to other vessels. It had in actuality secured the main engine to investigate a noise. They remedied the issue and were able to reestablish propulsion.,2018-11-13,,,"Material failure, Loss of propulsion",Commercial fishing vessel,"Kalihi Channel, Keehi Lagoon",2018-11-13 09:05:51-10:00,2018-11-13 12:54:38-10:00,Loss/reduction of propulsion,High evidence,The AUTUMN's stop in Kalihi Channel is obvious in the trajectory visualization and the SOG profile. 
76,367442170,PARADISE 2002,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2018.11.18,"On 11/18/2018, the commercial fishing vessel KAIMI's (not in AIS for this timeframe) engine had a significant rise in temperature, so the operator secured the engine. Once it cooled, the engine did not restart. The operator arranged with the PARADISE 2002 to tow the KAIMI back to Honolulu Harbor. ",2018-11-18,,,Helper vessel,Commercial fishing vessel,318 nm NW of Honolulu Harbor,2018-11-21 23:41:01-10:00,2018-11-23 11:58:56-10:00,Irregular tow,Good evidence,"The KAIMI is not in the data during this timeframe, but the helper vessel PARADISE 2002 which towed the KAIMI back is available 11/21-11/23. "
77,367479450,GOLDEN EAGLE II,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2018.12.14,"The good Samaritan that towed the KALANI is not listed in the report, but is visually evident in the AIS data. ",2018-12-14,,,Helper vessel,Commercial fishing vessel,,2018-12-16 05:44:40-10:00,2018-12-18 12:58:33-10:00,Irregular tow,High evidence,"The name of the good Samaritan which towed back the KALANI is not listed in the IIR, however, examination of the tracks available at the time of the tow shows that the good Samaritan that towed back the KALANI is the GOLDEN EAGLE II. The KALANI is out of range at the time of the loss of propulsion event, but the irregular tow is available between 12/16/2018 and 12/18/2018. "
77,367762610,KALANI,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2018.12.14,"The operator observed the engine temperature increasing and secured the engine to prevent overheating. After the engine cooled, the operator tried to restart the engine but it failed to turn over. A good Samaritan towed the KALANI back to Honolulu Harbor. ",2018-12-14,,,"Material failure, Loss of propulsion",Commercial fishing vessel,475 nm SW of Honolulu Harbor,2018-12-16 05:44:46-10:00,2018-12-18 12:57:03-10:00,Irregular tow,High evidence,"The name of the good Samaritan which towed back the KALANI is not listed in the IIR, however, examination of the tracks available at the time of the tow shows that the good Samaritan that towed back the KALANI is the GOLDEN EAGLE II. The KALANI is out of range at the time of the loss of propulsion event, but the irregular tow is available between 12/16/2018 and 12/18/2018 for both vessels. "
78,368477000,KAPENA RAYMOND ALAPAI,Tug Tow,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.01.02,Large rolls caused a crewmember to fall from his top bunch directly onto his neck and shoulder at about 10:10 HST. He was medically disembarked via a CG small boat at 14:40 HST. The tug vessel was tugging the deck barge AMS 250 (not in AIS) at the time. ,2019-01-02,,2019-01-02 14:40:00-10:00,Crewmember injury,Tug,Alenuihaha Channel,2019-01-02 09:00:05-10:00,2019-01-02 17:00:00-10:00,"Route deviation, Injury/medical emergency",High evidence,There is a distinct slowdown at the time of the medical disembarkment (14:40 HST) in the SOG profile. All AIS available for the incident. 
79,367003760,SEA HUNT,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2018.12.30,"The SEA HUNT transited over debris and the remnants of a fishing net fouled the propeller, causing a loss of propulsion. The SEA HUNT's owner dispatched the DESTINY (not in the AIS during the incident time frame) to tow the SEA HUNT back to Honolulu--arriving 1/5/2019",2018-12-30,2019-01-05,,Loss of propulsion,Commercial fishing vessel,388 nm NE of Honolulu,2019-01-03 10:52:20-10:00,2019-01-05 11:57:58-10:00,Irregular tow,Good evidence,"The event occurred outside the coastal bounding box. The SEA HUNT AIS  is available from 1/3/2019-1/5/2019: the end of it being irregularly towed back to Honolulu Harbor. The helper tow vessel, the DESTINY, is not in the AIS data during this timeframe. "
80,367359000,SEA GODDESS,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.01.26.2,The SEA GODDESS experienced a total loss of propulsion after both main engines stalled due to an unknown reason. The Operator was unable to restore power after troubleshooting. The SEA GODDESS owner contacted PACIFIC STAR to arrange a tow. ,2019-01-26,2019-01-29,,"Material failure, Loss of propulsion",Commercial fishing vessel,"165 nm SW of Honolulu, HI",2019-01-28 17:24:07-10:00,2019-01-29 13:59:53-10:00,Irregular tow,High evidence,The abnormal end of the tow between the Pacific Star and Sea Goddess is available for 1/28-1/29. The vessel trajectories are not available on the day of the incident in our dataset. 
80,367716130,PACIFIC STAR,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.01.26.2,The PACIFIC STAR went to the SEA GODDESS and towed them back to Honolulu Harbor 1/29/2019. ,2019-01-26,2019-01-29,,Helper vessel,Commercial fishing vessel,,2019-01-28 18:13:50-10:00,2019-01-29 13:58:11-10:00,Irregular tow,High evidence,The abnormal end of the tow between the PACIFIC STAR and SEA GODDESS is available for 1/28-1/29. The vessel trajectories are not available on the day of the incident in our dataset. 
81,367471530,GOLDEN DRAGON,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.01.26.1,The GOLDEN DRAGON towed the VAK 3 to Honolulu Harbor's outer buoy.,2019-01-26,2019-01-30,,Helper vessel,Commercial fishing vessel,,2019-01-28 23:11:24-10:00,2019-01-29 19:59:54-10:00,Irregular tow,High evidence,"The AIS is not available for either vessel on the day of the incident, but is available for the end of the tow trajectory on 1/29 and 1/30. Note the HAPA, which tugged the VAK 3 at harbor, is not in the data. "
81,367477330,VAK 3,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.01.26.1,"The VAK 3 main engine developed a knocking sound on the way back from a fishing trip, so the operator secured the engine to prevent further damage and the owner arranged a tow by the GOLDEN DRAGON. Once they reached Honolulu Harbor's outer buoy, tugboat HAPA towed the VAK 3 to pier 38.",2019-01-26,2019-01-30,,"Material failure, Loss of propulsion",Commercial fishing vessel,,2019-01-28 23:21:29-10:00,2019-01-29 19:58:08-10:00,Irregular tow,High evidence,"The AIS is not available for either vessel on the day of the incident, but is available for the end of the tow trajectory on 1/29 and 1/30. Note the HAPA, which tugged the VAK 3 at harbor, is not in the data. "
82,367604540,RISING PHOENIX II,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.01.22,Towed the PRINCESS JASMINE back to Honolulu harbor. ,2019-01-22,2019-01-31,,Helper vessel,Commercial fishing vessel,,2019-01-30 17:07:20-10:00,2019-01-31 10:59:14-10:00,Irregular tow,High evidence,"In range trajectories happen after the incident, but the irregular tow is available 1/30, 1/31. "
82,367045610,PRINCESS JASMINE,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.01.22,"While underway, the PRINCESS JASMINE's oil cooler failed, causing the main engine to shut down and the vessel became disabled. The master coordinated towing assistance with sister vessel RISING PHOENIX II.",2019-01-22,2019-01-31,2019-01-22 01:00:00-10:00,"Material failure, Loss of propulsion",Commercial fishing vessel,745 nm N of Oahu,2019-01-30 17:16:53-10:00,2019-01-31 10:57:40-10:00,Irregular tow,High evidence,"In range trajectories happen after the incident, but the irregular tow is available 1/30, 1/31. "
83,367776630,SEVEN STAR,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.02.04.3,"When the operator was about to dock, he put the throttle in reverse but the vessel kept going forward instead of stopping and hit the Lady Betty at pier 38, damaging the LADY BETTY's railings and fishing lights (and Seven Star cosmetically). Note that while the LADY BETTY's AIS is available at the time, it is moored and almost entirely stationary throughout. It does serve, however, as a useful reference for the potential anomaly location. ",2019-02-04,,,Allision,Commercial fishing vessel,"Honolulu Harbor, HI",2019-02-04 04:00:31-10:00,2019-02-04 05:57:18-10:00,Allision,Some evidence,The SEVEN STAR is available at the time of the incident and does irregularly vear toward the LADY BETTY's location (though without any overlap) in Honolulu Harbor The LADY BETTY is available but entirely moored at the time of the accident without any AIS evidence of the allision. 
83,367018980,LADY BETTY,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.02.04.3,The LADY BETTY was the vessel against which the SEVEN STAR allided. Its railings and fishing lights were damaged. ,2019-02-04,,,Allision,Commercial fishing vessel,"Honolulu Harbor, HI",2019-02-04 04:16:37-10:00,2019-02-04 05:58:37-10:00,Allision,No obvious evidence,The SEVEN STAR is available at the time of the incident and does irregularly vear toward the LADY BETTY's location (though without any overlap) in Honolulu Harbor The LADY BETTY is available but entirely moored at the time of the accident without any AIS evidence of the allision. We do note that the LADY BETTY did not travel again beyond one in-harbor shift until 2/11 (possibly due to repairs?).
84,367773150,CALVPSO,Other,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.02.04.1,"In this instance, a snorkeler aspirated sea water and had to be med evaced. Important note: The incident report refers to the vessel as the ""CALYPSO"" not the ""CALVPSO,"" however, the CALVPSO when identified via mmsi has images that indicate the vessel name is the CALYPSO, and is a snorkeling tour. ",2019-02-04,,2019-02-04 09:10:00-10:00,Passenger Injury,Passenger vessel,"Makenna Landing, HI",2019-02-04 08:04:02-10:00,2019-02-04 11:57:23-10:00,Injury/medical emergency,Good evidence,"The incident does appear to be evident, since after the incident time the boat moved up toward Kihei boat ramp, which is where the Coast Guard med-evaced the passenger. Exact unfolding of events unclear from a visual inspection. "
85,367645140,LADY PAULINE,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.02.04.2,Fouled their propeller while trying to depart pier 21 and a good samaritan harbor tug helped them back to dock. There was a 2 inch double braided line in the shaft,2019-02-04,,,Fouled propeller,Commercial fishing vessel,"Honolulu Harbor, HI",2019-02-04 13:02:45-10:00,2019-02-04 19:57:34-10:00,Loss/reduction of propulsion,Good evidence,"The LADY PAULINE demonstrates brief outbound behavior within Honolulu Harbor at about 14:00 with some irregular backtracking, followed a few hours later by a brief burst of movement to another pier. This aligns with the anomaly, which occurred in harbor and may be slightly more difficult to detect. The AIS does not seem to indicate the good samaritan who towed them back. "
86,367310270,NA'INA,Industrial Vessel,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.02.06,"While transiting to the Single Point Mooring at Barbers Point with only the starboard generator online, the NA'INA's main breaker tripped causing the vessel to lose power and steering momentarily. The vessel returned to Honolulu harbor to troubleshoot.",2019-02-06,,,"Loss of power, Loss of steering",Tow vessel,"Barbers Point channel, Oahu",2019-02-06 13:16:07-10:00,2019-02-06 17:59:26-10:00,"Loss of steering/maneuverability, Loss of power",Good evidence,"There is indeed a stretch of near 0 SOG at about 14:22 on 2/6, which is close to the approximate time the report was received. After the brief set of 0 points, the vessel did indeed return to Honolulu harbor as suggested in the report. "
87,367523880,MISS RENEE,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.02.09,"On 2/9 when the operator put the engine in reverse he heard a loud noise and found that the intermediate shaft had broken in half. He coordinated a welding arrangement with the KATHERINE II (note typo in record calls it CATHERINE II). After the welding, they conducted a sea trial, and the operator got the vessel underway at about 18:00 HST on 2/10. They returned to Honolulu 2/14. While route to Honolulu, sector honolulu intelligence division noticed that the MISS RENEE was travelling at an unusually slow speed and reached out to the vessel. ",2019-02-09,2019-02-14,2019-02-09 05:20:00-10:00,"Material failure, Loss of propulsion",,"Enroute to Honolulu, Hawaii",2019-02-11 16:10:37-10:00,2019-02-13 17:58:45-10:00,Loss/reduction of propulsion,High evidence,"The MISS RENEE's transit back to Honolulu is available 2/11-2/13. We note that the speed profile is several knots lower than the MISS RENEE's previous trajectory, in alignment with the report that noticed the MISS RENEE's low speed. Note that the KATHERINE II does not appear in the data during this timeframe."
88,367490140,QUEEN DIAMOND II,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.02.12,"The QUEEN DIAMOND II's operator noticed that the oil pressure dropped and discovered water dripping from main engine. The operator shut down the main engine, which would then not restart. The owner arranged for a sister vessel to tow the QUEEN DIAMOND II back. ",2019-02-12,2019-02-13,2019-02-12 21:00:00-10:00,Loss of propulsion,Commercial fishing vessel,43 nm East of Honolulu Harbor,2019-02-12 12:47:02-10:00,2019-02-13 17:57:28-10:00,Loss/reduction of propulsion,High evidence,"The main engine shut down and troubleshooting is clearly evident in the SOG profile, as well as in the visual of the spacing between spatial points. "
88,367114110,QUEEN DIAMOND,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.02.12,"From the AIS data, we see that the sister vessel referred to is the QUEEN DIAMOND. ",2019-02-12,,,Helper vessel,Commercial fishing vessel,,2019-02-12 17:02:43-10:00,2019-02-13 14:58:33-10:00,"Route deviation, Irregular tow",High evidence,"The report merely mentions that a sister vessel was arranged to tow the QUEEN DIAMOND II back. On 2/12, we see the QUEEN DIAMOND heading out to sea SW of Oahu. Shortly after 21:00 (the time of the incident) the QUEEN DIAMOND abruptly changed heading to the NE, intersecting with the QUEEN DIAMOND II on 2/13 at about 8:00. The return to Honolulu Harbor between the two vessels is clearly the tow track referred to in the report. "
89,369565000,KILO MOANA,Research Vessel,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.03.05,"While heading out to sea, KILO MOANA's starboard propulsion motor malfunctioned and was not able to get up to 30 rpm before being tripped offline. Because the port shaft and bow thruster were still operational, it didn't lose propulsion. However, the route deviated because the vessel was called to return to port immediately rather than continuing the voyage.",2019-03-05,2019-03-06,2019-03-05 01:30:00-10:00,Equipment failure,Research vessel,5 nm sw of the islands of HI,2019-03-04 18:00:01-10:00,2019-03-08 03:50:14-10:00,Route deviation,Good evidence,"We see the KILO MOANA head out to sea as indicated in the report. The route deviation is clear in the spatial trajectory profile, and AIS is available throughout the incident day. Note a slowdown in the SOG profile before the approximate event time, at about 0:00 HST. This could indicate the initial issue with the propulsion motor before it was tripped offline, since the report does not indicate a loss of propulsion (indeed, it is consistent, if low, for about 6 hours). We note that the report claimed that the KILO MOANA moored at honolulu harbor on 3/6, the AIS indicates that it remained  outside the harbor with an irregular looping path SW of honolulu harbor after arrival."
90,367490140,QUEEN DIAMOND II,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.02.28,"The QUEEN DIAMOND II became disabled and adrift and the engine wouldn't turn over, so sister vessel APSARA towed the vessel back to Honolulu. ",2019-02-28,,,"Material failure, Loss of propulsion",Commercial fishing vessel,550 nm N of Oahu,2019-03-05 01:47:45-10:00,2019-03-05 18:59:03-10:00,Irregular tow,Some evidence,"The trajectory for the QUEEN DIAMOND II being towed back to Honolulu is available on 3/5/2019. The helper tow, the APSARA is not available in the AIS during that timeframe. "
